Id,Class
793,0.025246
794,0.040952
795,0.205020
796,0.031198
797,0.035842
798,0.119293
799,0.042058
800,0.033960
801,0.026702
802,0.473674
803,0.089236
804,0.034325
805,0.212817
806,0.040142
807,0.046734
808,0.055704
809,0.038940
810,0.056476
811,0.030006
812,0.052989
813,0.031608
814,0.020074
815,0.035179
816,0.058345
817,0.061898
818,0.055513
819,0.046526
820,0.063815
821,0.153697
822,0.030017
823,0.076639
824,0.033367
825,0.038011
826,0.009285
827,0.048847
828,0.027794
829,0.082355
830,0.610948
831,0.083911
832,0.036163
833,0.078530
834,0.048104
835,0.035180
836,0.152263
837,0.099248
838,0.066318
839,0.080711
840,0.042791
841,0.071587
842,0.064198
843,0.068906
844,0.056204
845,0.029942
846,0.052031
847,0.057583
848,0.589863
849,0.224881
850,0.049393
851,0.031799
852,0.728156
853,0.049064
854,0.784715
855,0.052847
856,0.037451
857,0.030317
858,0.050579
859,0.060482
860,0.683252
861,0.040729
862,0.024935
863,0.236228
864,0.053142
865,0.071862
866,0.029010
867,0.053920
868,0.088792
869,0.025404
870,0.755544
871,0.054370
872,0.041940
873,0.072079
874,0.029262
875,0.036174
876,0.048964
877,0.630017
878,0.029274
879,0.467730
880,0.042691
881,0.124702
882,0.776936
883,0.042497
884,0.034775
885,0.058395
886,0.054183
887,0.306923
888,0.038847
889,0.091465
890,0.048611
891,0.034700
892,0.022604
893,0.044676
894,0.084371
895,0.079260
896,0.428742
897,0.043072
898,0.224769
899,0.037520
900,0.040358
901,0.023643
902,0.024917
903,0.053660
904,0.061951
905,0.054195
906,0.029106
907,0.031204
908,0.066983
909,0.264871
910,0.084210
911,0.037899
912,0.563113
913,0.047909
914,0.120984
915,0.031382
916,0.027807
917,0.033625
918,0.093577
919,0.053033
920,0.054406
921,0.640024
922,0.142826
923,0.114541
924,0.031882
925,0.723240
926,0.037130
927,0.682138
928,0.047386
929,0.043096
930,0.233376
931,0.029434
932,0.031574
933,0.065714
934,0.084243
935,0.051420
936,0.024375
937,0.044430
938,0.044310
939,0.048208
940,0.079316
941,0.273366
942,0.082504
943,0.038395
944,0.033669
945,0.094198
946,0.045716
947,0.060961
948,0.383731
949,0.049622
950,0.070749
951,0.035716
952,0.042497
953,0.050452
954,0.021976
955,0.434883
956,0.039226
957,0.040737
958,0.071968
959,0.089699
960,0.055929
961,0.047204
962,0.047991
963,0.033783
964,0.326837
965,0.067125
966,0.225905
967,0.031942
968,0.747773
969,0.045455
970,0.055445
971,0.053941
972,0.694828
973,0.028611
974,0.559738
975,0.039811
976,0.136062
977,0.097681
978,0.050299
979,0.041276
980,0.049136
981,0.035552
982,0.381097
983,0.104177
984,0.021904
985,0.024266
986,0.078609
987,0.033630
988,0.063378
989,0.019251
990,0.424659
991,0.021075
992,0.047734
993,0.032795
994,0.058609
995,0.031170
996,0.069619
997,0.029752
998,0.040142
999,0.008618
1000,0.071206
1001,0.048358
1002,0.089358
1003,0.086800
1004,0.043175
1005,0.052514
1006,0.034323
1007,0.013720
1008,0.044105
1009,0.094647
1010,0.029511
1011,0.055245
1012,0.049845
1013,0.036409
1014,0.024526
1015,0.056613
1016,0.032876
1017,0.035594
1018,0.059966
1019,0.032548
1020,0.037438
1021,0.094135
1022,0.031917
1023,0.033512
1024,0.030567
1025,0.479480
1026,0.065377
1027,0.114899
1028,0.052270
1029,0.233656
1030,0.048017
1031,0.029182
1032,0.239912
1033,0.106666
1034,0.055921
1035,0.083257
1036,0.053942
1037,0.151028
1038,0.098119
1039,0.017445
1040,0.044786
1041,0.044487
1042,0.393003
1043,0.078749
1044,0.029097
1045,0.094049
1046,0.043399
1047,0.042442
1048,0.347188
1049,0.347452
1050,0.055415
1051,0.055296
1052,0.050043
1053,0.080832
1054,0.055256
1055,0.040277
1056,0.044625
1057,0.084719
1058,0.089509
1059,0.045965
1060,0.035854
1061,0.074304
1062,0.030984
1063,0.035592
1064,0.027283
1065,0.040850
1066,0.073212
1067,0.035133
1068,0.036878
1069,0.475966
1070,0.603061
1071,0.089779
1072,0.087152
1073,0.034630
1074,0.054859
1075,0.812425
1076,0.190927
1077,0.047479
1078,0.093372
1079,0.041250
1080,0.059336
1081,0.084075
1082,0.042525
1083,0.056216
1084,0.033470
1085,0.092921
1086,0.061661
1087,0.068144
1088,0.046985
1089,0.034070
1090,0.049558
1091,0.049429
1092,0.056846
1093,0.026005
1094,0.034266
1095,0.040900
1096,0.072539
1097,0.054472
1098,0.029929
1099,0.050227
1100,0.037233
1101,0.050227
1102,0.070715
1103,0.054061
1104,0.070585
1105,0.418156
1106,0.075287
1107,0.026748
1108,0.029010
1109,0.054020
1110,0.046704
1111,0.036205
1112,0.026032
1113,0.051026
1114,0.041800
1115,0.041999
1116,0.039206
1117,0.048686
1118,0.024216
1119,0.327177
1120,0.053423
1121,0.053659
1122,0.034637
1123,0.046874
1124,0.044084
1125,0.032181
1126,0.062561
1127,0.046007
1128,0.061950
1129,0.071806
1130,0.385155
1131,0.036574
1132,0.035110
1133,0.023672
1134,0.032526
1135,0.071366
1136,0.041603
1137,0.480688
1138,0.048688
1139,0.096485
1140,0.058183
1141,0.036156
1142,0.045904
1143,0.050369
1144,0.065622
1145,0.241375
1146,0.047206
1147,0.054558
1148,0.031285
1149,0.038542
1150,0.050857
1151,0.350683
1152,0.044883
1153,0.043624
1154,0.124845
1155,0.019506
1156,0.145606
1157,0.063587
1158,0.055445
1159,0.031059
1160,0.062105
1161,0.030617
1162,0.538566
1163,0.057915
1164,0.031082
1165,0.047970
1166,0.053900
1167,0.073410
1168,0.033259
1169,0.048372
1170,0.024324
1171,0.024212
1172,0.033082
1173,0.066157
1174,0.036319
1175,0.064004
1176,0.041499
1177,0.035062
1178,0.071087
1179,0.018259
1180,0.098033
1181,0.032311
1182,0.025377
1183,0.033338
1184,0.182921
1185,0.059999
1186,0.648664
1187,0.119834
1188,0.023367
1189,0.065896
1190,0.150856
1191,0.051258
1192,0.040273
1193,0.206455
1194,0.174899
1195,0.053748
1196,0.100041
1197,0.068746
1198,0.241056
1199,0.092580
1200,0.026576
1201,0.077805
1202,0.033485
1203,0.029146
1204,0.027825
1205,0.058183
1206,0.073661
1207,0.892880
1208,0.090622
1209,0.038804
1210,0.107012
1211,0.135447
1212,0.075924
1213,0.025517
1214,0.042277
1215,0.025112
1216,0.035397
1217,0.037838
1218,0.101168
1219,0.025077
1220,0.079349
1221,0.820899
1222,0.057285
1223,0.044310
1224,0.046582
1225,0.039174
1226,0.124721
1227,0.170867
1228,0.026865
1229,0.036218
1230,0.019429
1231,0.324263
1232,0.016178
1233,0.046452
1234,0.391238
1235,0.041654
1236,0.050951
1237,0.027092
1238,0.025033
1239,0.314733
1240,0.056271
1241,0.046946
1242,0.039462
1243,0.041687
1244,0.107414
1245,0.034441
1246,0.034218
1247,0.022760
1248,0.077760
1249,0.089545
1250,0.045300
1251,0.042090
1252,0.034452
1253,0.008402
1254,0.061575
1255,0.022875
1256,0.029710
1257,0.038452
1258,0.116684
1259,0.045374
1260,0.085296
1261,0.058069
1262,0.059818
1263,0.033492
1264,0.026021
1265,0.432470
1266,0.044744
1267,0.063786
1268,0.044816
1269,0.116847
1270,0.042224
1271,0.054367
1272,0.029010
1273,0.043840
1274,0.061962
1275,0.063247
1276,0.037830
1277,0.047004
1278,0.030931
1279,0.045942
1280,0.070631
1281,0.597333
1282,0.035397
1283,0.045705
1284,0.351985
1285,0.022616
1286,0.048313
1287,0.039189
1288,0.052771
1289,0.036077
1290,0.062929
1291,0.291253
1292,0.192633
1293,0.036314
1294,0.035397
1295,0.052969
1296,0.041648
1297,0.076561
1298,0.041964
1299,0.029964
1300,0.117112
1301,0.157494
1302,0.027011
1303,0.053325
1304,0.033456
1305,0.416629
1306,0.035382
1307,0.088460
1308,0.226415
1309,0.063541
1310,0.026442
1311,0.033198
1312,0.081464
1313,0.043085
1314,0.050810
1315,0.406625
1316,0.046841
1317,0.037997
1318,0.040808
1319,0.047230
1320,0.077287
1321,0.041669
1322,0.030369
1323,0.068364
1324,0.052609
1325,0.035227
1326,0.040994
1327,0.038335
1328,0.095098
1329,0.033200
1330,0.045389
1331,0.029929
1332,0.080268
1333,0.060430
1334,0.036409
1335,0.043399
1336,0.045232
1337,0.047315
1338,0.054483
1339,0.078391
1340,0.028391
1341,0.131616
1342,0.039578
1343,0.049497
1344,0.045587
1345,0.033859
1346,0.464150
1347,0.038507
1348,0.036246
1349,0.094198
1350,0.063225
1351,0.050602
1352,0.028270
1353,0.223578
1354,0.038212
1355,0.054198
1356,0.057758
1357,0.041073
1358,0.031164
1359,0.187366
1360,0.250769
1361,0.048239
1362,0.103849
1363,0.852085
1364,0.068129
1365,0.098721
1366,0.037899
1367,0.082168
1368,0.544406
1369,0.767834
1370,0.121881
1371,0.047054
1372,0.052404
1373,0.438967
1374,0.042224
1375,0.031050
1376,0.026542
1377,0.045913
1378,0.035126
1379,0.072255
1380,0.080258
1381,0.055174
1382,0.103317
1383,0.074772
1384,0.073780
1385,0.702996
1386,0.070396
1387,0.050874
1388,0.080645
1389,0.026667
1390,0.039677
1391,0.054887
1392,0.199515
1393,0.033346
1394,0.056081
1395,0.028251
1396,0.155732
1397,0.133961
1398,0.022321
1399,0.037842
1400,0.025349
1401,0.035002
1402,0.039212
1403,0.506781
1404,0.036988
1405,0.716539
1406,0.061616
1407,0.045565
1408,0.514450
1409,0.146788
1410,0.326197
1411,0.029863
1412,0.470479
1413,0.063664
1414,0.025114
1415,0.053443
1416,0.042487
1417,0.045628
1418,0.034948
1419,0.037389
1420,0.044700
1421,0.037355
1422,0.036022
1423,0.219128
1424,0.040883
1425,0.040146
1426,0.027502
1427,0.028689
1428,0.348353
1429,0.085362
1430,0.296207
1431,0.030931
1432,0.111553
1433,0.509755
1434,0.051010
1435,0.035816
1436,0.035854
1437,0.042313
1438,0.285477
1439,0.331922
1440,0.030996
1441,0.121847
1442,0.153605
1443,0.332216
1444,0.052866
1445,0.022089
1446,0.140675
1447,0.351322
1448,0.054503
1449,0.028325
1450,0.472717
1451,0.041721
1452,0.057655
1453,0.478847
1454,0.258743
1455,0.049385
1456,0.080718
1457,0.066177
1458,0.077287
1459,0.208895
1460,0.035118
1461,0.093880
1462,0.070716
1463,0.041991
1464,0.095718
1465,0.044119
1466,0.640952
1467,0.062749
1468,0.050579
1469,0.046581
1470,0.043330
1471,0.861325
1472,0.040658
1473,0.033191
1474,0.060294
1475,0.070860
1476,0.057629
1477,0.866062
1478,0.073940
1479,0.071048
1480,0.034126
1481,0.049254
1482,0.047428
1483,0.046457
1484,0.052849
1485,0.048926
1486,0.048944
1487,0.040572
1488,0.073732
1489,0.083455
1490,0.043532
1491,0.416434
1492,0.036314
1493,0.057909
1494,0.032346
1495,0.034553
1496,0.023227
1497,0.049000
1498,0.297306
1499,0.085296
1500,0.050862
1501,0.039024
1502,0.012517
1503,0.054094
1504,0.035409
1505,0.057630
1506,0.078334
1507,0.077495
1508,0.034975
1509,0.108477
1510,0.350830
1511,0.052609
1512,0.477924
1513,0.133495
1514,0.382218
1515,0.113538
1516,0.345294
1517,0.040596
1518,0.034114
1519,0.034432
1520,0.238281
1521,0.038831
1522,0.062027
1523,0.100275
1524,0.037689
1525,0.040700
1526,0.053981
1527,0.086290
1528,0.034637
1529,0.053017
1530,0.036055
1531,0.027132
1532,0.058371
1533,0.216741
1534,0.048047
1535,0.059127
1536,0.072079
1537,0.032284
1538,0.173967
1539,0.068694
1540,0.074734
1541,0.035382
1542,0.219090
1543,0.277046
1544,0.059967
1545,0.304548
1546,0.035594
1547,0.032719
1548,0.044977
1549,0.306995
1550,0.043533
1551,0.034409
1552,0.043509
1553,0.298633
1554,0.529333
1555,0.516395
1556,0.027687
1557,0.054963
1558,0.077515
1559,0.057013
1560,0.074106
1561,0.039038
1562,0.071419
1563,0.073672
1564,0.045551
1565,0.436889
1566,0.048538
1567,0.732613
1568,0.063725
1569,0.042384
1570,0.039015
1571,0.056479
1572,0.052977
1573,0.054115
1574,0.101934
1575,0.025067
1576,0.034615
1577,0.153317
1578,0.081244
1579,0.022242
1580,0.031140
1581,0.047100
1582,0.055228
1583,0.060491
1584,0.033001
1585,0.039284
1586,0.092979
1587,0.055567
1588,0.022875
1589,0.041710
1590,0.084182
1591,0.032284
1592,0.080561
1593,0.149055
1594,0.032084
1595,0.015060
1596,0.045389
1597,0.059240
1598,0.034366
1599,0.033500
1600,0.151693
1601,0.042507
1602,0.270084
1603,0.058861
1604,0.039381
1605,0.030871
1606,0.054555
1607,0.039174
1608,0.067890
1609,0.103016
1610,0.096814
1611,0.031675
1612,0.029126
1613,0.069976
1614,0.041669
1615,0.041382
1616,0.034637
1617,0.066717
1618,0.050301
1619,0.031465
1620,0.031980
1621,0.026361
1622,0.030359
1623,0.024089
1624,0.115615
1625,0.048714
1626,0.070445
1627,0.231856
1628,0.081538
1629,0.046950
1630,0.033558
1631,0.044345
1632,0.035090
1633,0.050579
1634,0.060260
1635,0.029422
1636,0.088307
1637,0.050862
1638,0.049482
1639,0.051116
1640,0.051779
1641,0.115479
1642,0.182879
1643,0.062479
1644,0.060129
1645,0.076464
1646,0.037974
1647,0.111615
1648,0.054287
1649,0.055470
1650,0.545537
1651,0.051792
1652,0.026940
1653,0.147847
1654,0.234614
1655,0.023478
1656,0.029019
1657,0.036798
1658,0.267809
1659,0.043797
1660,0.038185
1661,0.034926
1662,0.059392
1663,0.101037
1664,0.029502
1665,0.105274
1666,0.071653
1667,0.034769
1668,0.781259
1669,0.078336
1670,0.049148
1671,0.026296
1672,0.067491
1673,0.058432
1674,0.061689
1675,0.042109
1676,0.061276
1677,0.110354
1678,0.047982
1679,0.054445
1680,0.053863
1681,0.041837
1682,0.047347
1683,0.029879
1684,0.037192
1685,0.013309
1686,0.886946
1687,0.073212
1688,0.065396
1689,0.029219
1690,0.022283
1691,0.956341
1692,0.049808
1693,0.063247
1694,0.051340
1695,0.032562
1696,0.070755
1697,0.046950
1698,0.028384
1699,0.125074
1700,0.034180
1701,0.070100
1702,0.251235
1703,0.800191
1704,0.053741
1705,0.072417
1706,0.056084
1707,0.029929
1708,0.021467
1709,0.228600
1710,0.042189
1711,0.067614
1712,0.523537
1713,0.186172
1714,0.039066
1715,0.394233
1716,0.057973
1717,0.031801
1718,0.038095
1719,0.056314
1720,0.039634
1721,0.050205
1722,0.029006
1723,0.068314
1724,0.059035
1725,0.062776
1726,0.679312
1727,0.008011
1728,0.060198
1729,0.037953
1730,0.025064
1731,0.037750
1732,0.039541
1733,0.024463
1734,0.022044
1735,0.025249
1736,0.049975
1737,0.043202
1738,0.044372
1739,0.034989
1740,0.147763
1741,0.108191
1742,0.087071
1743,0.028160
1744,0.029200
1745,0.049840
1746,0.044674
1747,0.407393
1748,0.045825
1749,0.050716
1750,0.180820
1751,0.126995
1752,0.060833
1753,0.053033
1754,0.068449
1755,0.050906
1756,0.025218
1757,0.033784
1758,0.062619
1759,0.023005
1760,0.032778
1761,0.034681
1762,0.233378
1763,0.085296
1764,0.076616
1765,0.085296
1766,0.028466
1767,0.039530
1768,0.024316
1769,0.061621
1770,0.034094
1771,0.039689
1772,0.669767
1773,0.034758
1774,0.064731
1775,0.051390
1776,0.053077
1777,0.049161
1778,0.270957
1779,0.030367
1780,0.336480
1781,0.054887
1782,0.069011
1783,0.462937
1784,0.066870
1785,0.048023
1786,0.075841
1787,0.354054
1788,0.064932
1789,0.041956
1790,0.073212
1791,0.533771
1792,0.081473
1793,0.042514
1794,0.032840
1795,0.780628
1796,0.066403
1797,0.042789
1798,0.030931
1799,0.032274
1800,0.055215
1801,0.031801
1802,0.038056
1803,0.047985
1804,0.261435
1805,0.049769
1806,0.425118
1807,0.077414
1808,0.469012
1809,0.057770
1810,0.039500
1811,0.210591
1812,0.126573
1813,0.064785
1814,0.758412
1815,0.042842
1816,0.260630
1817,0.033978
1818,0.102062
1819,0.013511
1820,0.585044
1821,0.028267
1822,0.493711
1823,0.059476
1824,0.044684
1825,0.031698
1826,0.051298
1827,0.031210
1828,0.034661
1829,0.069785
1830,0.025392
1831,0.030175
1832,0.041113
1833,0.051106
1834,0.031058
1835,0.046640
1836,0.069147
1837,0.037370
1838,0.069572
1839,0.026667
1840,0.372523
1841,0.024224
1842,0.031956
1843,0.095009
1844,0.052033
1845,0.090384
1846,0.023624
1847,0.036574
1848,0.104199
1849,0.046423
1850,0.051892
1851,0.043271
1852,0.067557
1853,0.553737
1854,0.055777
1855,0.073217
1856,0.100616
1857,0.338779
1858,0.126074
1859,0.152516
1860,0.032510
1861,0.042519
1862,0.053336
1863,0.069505
1864,0.055941
1865,0.045883
1866,0.094074
1867,0.034755
1868,0.038268
1869,0.500641
1870,0.068547
1871,0.077746
1872,0.076685
1873,0.045719
