Id,Class
296,0.313361
297,0.302577
298,0.195497
299,0.406584
300,0.647066
301,0.217221
302,0.399604
303,0.187902
304,0.224172
305,0.303826
306,0.229335
307,0.320033
308,0.702779
309,0.327949
310,0.404287
311,0.327442
312,0.220740
313,0.386323
314,0.518095
315,0.207362
316,0.744072
317,0.320332
318,0.258489
319,0.205743
320,0.224710
321,0.936439
322,0.762206
323,0.281339
324,0.152408
325,0.256512
326,0.293796
327,0.116657
328,0.411338
329,0.763703
330,0.264353
331,0.227054
332,0.143366
333,0.413511
334,0.764055
335,0.442941
336,0.844285
337,0.912718
338,0.458163
339,0.137551
340,0.291974
341,0.281674
342,0.147907
343,0.502288
344,0.313791
345,0.196977
346,0.376527
347,0.217743
348,0.253426
349,0.245158
350,0.274797
351,0.239297
352,0.281403
353,0.201444
354,0.371803
355,0.466792
356,0.344394
357,0.816727
358,0.840846
359,0.278052
360,0.261212
361,0.134879
362,0.168862
363,0.315410
364,0.091957
365,0.302080
366,0.198307
367,0.256106
368,0.252712
369,0.168645
370,0.265717
371,0.396640
372,0.312971
373,0.316057
374,0.797815
375,0.815056
376,0.264697
377,0.205119
378,0.194528
379,0.427786
380,0.288933
381,0.309413
382,0.636885
383,0.372473
384,0.281354
385,0.482358
386,0.435240
387,0.258821
388,0.140196
389,0.414886
390,0.382848
391,0.225815
392,0.165155
393,0.815530
394,0.413177
395,0.271671
396,0.744052
397,0.449907
398,0.203667
399,0.334781
400,0.953100
401,0.227165
402,0.306171
403,0.103763
404,0.354362
405,0.325066
406,0.122849
407,0.334787
408,0.206677
409,0.264113
410,0.279871
411,0.288941
412,0.257470
413,0.639546
414,0.817914
415,0.238983
416,0.282788
417,0.841637
418,0.472557
419,0.336864
420,0.520853
421,0.356712
422,0.149428
423,0.280836
424,0.426966
425,0.377547
426,0.270558
427,0.134475
428,0.259560
429,0.278783
430,0.357050
431,0.434215
432,0.337344
433,0.347937
434,0.419096
435,0.833590
436,0.153917
437,0.345705
438,0.335258
439,0.406221
440,0.161605
441,0.361597
442,0.365727
443,0.420297
444,0.329535
445,0.892300
446,0.630828
447,0.218016
448,0.376874
449,0.333346
450,0.730786
451,0.784095
452,0.352769
453,0.129857
454,0.199780
455,0.489698
456,0.647338
457,0.760266
458,0.568034
459,0.227475
460,0.346036
461,0.314211
462,0.516851
463,0.790818
464,0.166521
465,0.425076
466,0.162851
467,0.143440
468,0.275614
469,0.842617
470,0.848837
471,0.291805
472,0.158485
473,0.127390
474,0.851966
475,0.159891
476,0.190021
477,0.269962
478,0.202436
479,0.316750
480,0.388604
481,0.211204
482,0.316451
483,0.247616
484,0.764805
485,0.492397
486,0.817207
487,0.279316
488,0.255115
489,0.356073
490,0.849302
491,0.133837
492,0.411497
493,0.956138
494,0.879207
495,0.813515
496,0.353553
497,0.288009
498,0.299455
499,0.325843
500,0.898022
501,0.493645
502,0.260461
503,0.940687
504,0.317844
505,0.164733
506,0.156669
507,0.369065
508,0.175420
509,0.348501
510,0.195076
511,0.215286
512,0.335915
513,0.358767
514,0.864891
515,0.193441
516,0.329977
517,0.178886
518,0.182464
519,0.275825
520,0.403433
521,0.480318
522,0.189070
523,0.306344
524,0.374813
525,0.339499
526,0.375218
527,0.363787
528,0.306417
529,0.221851
530,0.195541
531,0.270772
532,0.369080
533,0.189757
534,0.423098
535,0.819179
536,0.900752
537,0.508971
538,0.330878
539,0.209387
540,0.106672
541,0.505866
542,0.188968
543,0.635183
544,0.141009
545,0.164926
546,0.450949
547,0.186216
548,0.903394
549,0.257773
550,0.437181
551,0.337931
552,0.284873
553,0.312876
554,0.212252
555,0.224911
556,0.529051
557,0.167625
558,0.224388
559,0.935888
560,0.232553
561,0.252507
562,0.253424
563,0.207800
564,0.362922
565,0.513241
566,0.369818
567,0.226392
568,0.259939
569,0.095270
570,0.780855
571,0.437490
572,0.201717
573,0.274249
574,0.360648
575,0.788035
576,0.524414
577,0.171221
578,0.480529
579,0.196880
580,0.142394
581,0.464552
582,0.159990
583,0.301223
584,0.429735
585,0.241175
586,0.334891
587,0.220455
588,0.155965
589,0.214019
590,0.223442
591,0.295614
592,0.200575
593,0.247812
594,0.626521
595,0.319788
596,0.245552
597,0.414377
598,0.308707
599,0.304104
600,0.324911
601,0.436882
602,0.278952
603,0.233653
604,0.773678
605,0.177887
606,0.140387
607,0.839225
608,0.957070
609,0.467446
610,0.230035
611,0.187003
612,0.371276
613,0.330425
614,0.229559
615,0.812159
616,0.328580
617,0.121737
618,0.208336
619,0.342091
620,0.159511
621,0.370676
622,0.214067
623,0.211311
624,0.211786
625,0.202205
626,0.330018
627,0.165694
628,0.223755
629,0.901747
630,0.178138
631,0.227720
632,0.271263
633,0.246349
634,0.634953
635,0.126401
636,0.227378
637,0.431886
638,0.234068
639,0.773794
640,0.379801
641,0.782286
642,0.317853
643,0.329277
644,0.150705
645,0.342289
646,0.487561
647,0.356466
648,0.447191
649,0.464221
650,0.521340
651,0.351123
652,0.307455
653,0.321816
654,0.198287
655,0.964546
656,0.334563
657,0.438924
658,0.300298
659,0.373794
660,0.302222
661,0.507078
662,0.207294
663,0.238124
664,0.245434
665,0.829467
666,0.358241
667,0.242148
668,0.110879
669,0.141931
670,0.376934
671,0.352719
672,0.202822
673,0.414258
674,0.191974
675,0.329283
676,0.448233
677,0.120433
678,0.894858
679,0.357457
680,0.876346
681,0.085303
682,0.294329
683,0.723406
684,0.510142
685,0.291963
686,0.271587
687,0.678038
688,0.088614
689,0.317134
690,0.276420
691,0.205690
692,0.145381
693,0.283326
694,0.314177
695,0.767128
696,0.194925
697,0.344394
698,0.188959
699,0.320435
700,0.251860
701,0.254220
702,0.847023
703,0.148333
704,0.270083
705,0.226357
706,0.280571
707,0.272820
708,0.338273
709,0.312305
710,0.308270
711,0.133718
712,0.232736
713,0.436998
714,0.214624
715,0.176069
716,0.264309
717,0.392337
718,0.181824
719,0.165536
720,0.251237
721,0.362959
722,0.277303
723,0.910845
724,0.135526
725,0.284880
726,0.294120
727,0.069512
728,0.285668
729,0.196701
730,0.784545
731,0.155135
732,0.874085
733,0.797736
734,0.222629
735,0.154962
736,0.205745
737,0.156261
738,0.246532
739,0.651400
740,0.142114
741,0.349137
742,0.407027
743,0.177384
744,0.313256
745,0.152672
746,0.415762
747,0.740150
748,0.463695
749,0.333649
750,0.954290
751,0.118595
752,0.297211
753,0.289683
754,0.244294
755,0.378051
756,0.338255
757,0.219109
758,0.318264
759,0.258246
760,0.298068
761,0.316767
762,0.171977
763,0.340954
764,0.435111
765,0.146523
766,0.264591
767,0.268590
768,0.242631
769,0.271710
770,0.317778
771,0.290223
772,0.344362
773,0.398838
774,0.192205
775,0.163992
776,0.458694
777,0.323171
778,0.767890
779,0.714336
780,0.765255
781,0.157281
782,0.758841
783,0.447884
784,0.112626
785,0.359191
786,0.407247
787,0.215892
788,0.218753
789,0.280734
790,0.236715
791,0.209969
792,0.229416
793,0.140602
794,0.233560
795,0.704742
796,0.226317
797,0.181314
798,0.499626
799,0.201905
800,0.192093
801,0.185991
802,0.901970
803,0.338520
804,0.131960
805,0.465846
806,0.187495
807,0.310954
808,0.306304
809,0.270597
810,0.305154
811,0.211588
812,0.225545
813,0.162559
814,0.119339
815,0.151126
816,0.311832
817,0.300948
818,0.321367
819,0.269513
820,0.244514
821,0.718693
822,0.184963
823,0.319919
824,0.162381
825,0.225769
826,0.102417
827,0.321556
828,0.177550
829,0.354818
830,0.870370
831,0.341360
832,0.188984
833,0.348746
834,0.269491
835,0.207971
836,0.601612
837,0.462382
838,0.622831
839,0.374603
840,0.288423
841,0.360426
842,0.713906
843,0.311297
844,0.256813
845,0.126211
846,0.334825
847,0.330228
848,0.882289
849,0.753666
850,0.315580
851,0.299236
852,0.937820
853,0.328112
854,0.904786
855,0.260999
856,0.240267
857,0.175591
858,0.311321
859,0.255132
860,0.937366
861,0.287477
862,0.156827
863,0.735268
864,0.322301
865,0.333918
866,0.184710
867,0.205322
868,0.555151
869,0.162067
870,0.931423
871,0.373614
872,0.224392
873,0.320540
874,0.152428
875,0.213567
876,0.331053
877,0.829698
878,0.184478
879,0.866587
880,0.296408
881,0.398865
882,0.886937
883,0.174323
884,0.236451
885,0.318937
886,0.317586
887,0.761537
888,0.299267
889,0.393311
890,0.264192
891,0.232856
892,0.173499
893,0.274028
894,0.431019
895,0.425427
896,0.812967
897,0.302946
898,0.625518
899,0.215204
900,0.254307
901,0.297543
902,0.101585
903,0.309555
904,0.328904
905,0.293578
906,0.244709
907,0.206484
908,0.349309
909,0.663653
910,0.381319
911,0.226811
912,0.866816
913,0.262404
914,0.415017
915,0.165335
916,0.162526
917,0.230704
918,0.454565
919,0.329856
920,0.358524
921,0.857863
922,0.498861
923,0.406624
924,0.132652
925,0.943102
926,0.266680
927,0.886515
928,0.322391
929,0.249460
930,0.737683
931,0.170821
932,0.214384
933,0.372650
934,0.433505
935,0.206134
936,0.152164
937,0.126138
938,0.352624
939,0.271587
940,0.357606
941,0.771805
942,0.377234
943,0.212145
944,0.146433
945,0.348133
946,0.192104
947,0.333604
948,0.802736
949,0.328119
950,0.499656
951,0.191627
952,0.259824
953,0.259188
954,0.094112
955,0.808910
956,0.232887
957,0.335740
958,0.409864
959,0.490145
960,0.312149
961,0.204109
962,0.327491
963,0.215620
964,0.755022
965,0.293286
966,0.721428
967,0.166226
968,0.907251
969,0.313093
970,0.309118
971,0.302554
972,0.911474
973,0.276702
974,0.890233
975,0.266843
976,0.690687
977,0.668191
978,0.202957
979,0.244869
980,0.300331
981,0.234639
982,0.852440
983,0.454655
984,0.157292
985,0.192868
986,0.457502
987,0.239701
988,0.320719
989,0.126692
990,0.797224
991,0.096701
992,0.273089
993,0.202886
994,0.354957
995,0.170432
996,0.373457
997,0.184443
998,0.282136
999,0.088929
1000,0.332328
1001,0.172929
1002,0.367746
1003,0.405567
1004,0.292149
1005,0.285451
1006,0.236370
1007,0.171277
1008,0.253772
1009,0.370699
1010,0.161150
1011,0.291906
1012,0.206946
1013,0.221488
1014,0.178516
1015,0.266015
1016,0.164192
1017,0.213255
1018,0.357425
1019,0.180226
1020,0.226733
1021,0.386259
1022,0.138354
1023,0.219342
1024,0.175168
1025,0.837331
1026,0.324232
1027,0.626984
1028,0.215508
1029,0.713100
1030,0.264710
1031,0.205333
1032,0.756610
1033,0.402092
1034,0.232746
1035,0.413177
1036,0.647886
1037,0.624247
1038,0.523310
1039,0.161522
1040,0.308690
1041,0.313541
1042,0.823244
1043,0.354432
1044,0.185952
1045,0.374644
1046,0.307486
1047,0.324526
1048,0.773028
1049,0.801551
1050,0.225539
1051,0.334308
1052,0.313941
1053,0.378902
1054,0.242298
1055,0.279444
1056,0.193561
1057,0.378837
1058,0.298136
1059,0.241139
1060,0.222495
1061,0.338420
1062,0.173755
1063,0.195902
1064,0.184001
1065,0.174904
1066,0.335915
1067,0.166581
1068,0.270553
1069,0.847876
1070,0.920984
1071,0.320823
1072,0.420427
1073,0.187535
1074,0.227561
1075,0.939273
1076,0.800521
1077,0.273196
1078,0.362634
1079,0.306823
1080,0.303796
1081,0.342794
1082,0.273974
1083,0.324498
1084,0.202999
1085,0.435551
1086,0.282927
1087,0.472878
1088,0.220658
1089,0.200078
1090,0.277868
1091,0.210054
1092,0.322705
1093,0.086966
1094,0.213094
1095,0.232588
1096,0.328808
1097,0.288680
1098,0.157258
1099,0.276140
1100,0.227991
1101,0.241266
1102,0.344985
1103,0.304888
1104,0.656168
1105,0.801455
1106,0.404193
1107,0.138297
1108,0.184709
1109,0.287321
1110,0.295305
1111,0.198321
1112,0.182019
1113,0.306195
1114,0.334426
1115,0.147391
1116,0.259964
1117,0.306376
1118,0.186390
1119,0.635751
1120,0.245176
1121,0.332248
1122,0.212396
1123,0.314699
1124,0.161656
1125,0.123662
1126,0.330367
1127,0.168785
1128,0.339364
1129,0.372661
1130,0.815325
1131,0.171857
1132,0.245175
1133,0.189591
1134,0.226448
1135,0.368228
1136,0.341057
1137,0.835058
1138,0.279227
1139,0.459818
1140,0.301282
1141,0.210239
1142,0.297114
1143,0.278124
1144,0.286638
1145,0.626976
1146,0.279387
1147,0.277810
1148,0.163304
1149,0.185771
1150,0.280709
1151,0.810128
1152,0.284114
1153,0.243259
1154,0.665649
1155,0.110660
1156,0.419442
1157,0.363791
1158,0.310777
1159,0.123248
1160,0.280916
1161,0.205489
1162,0.879028
1163,0.298541
1164,0.187737
1165,0.235356
1166,0.309713
1167,0.353914
1168,0.187187
1169,0.216740
1170,0.145769
1171,0.135002
1172,0.242988
1173,0.339073
1174,0.182734
1175,0.269012
1176,0.206435
1177,0.159345
1178,0.350520
1179,0.071460
1180,0.402201
1181,0.164398
1182,0.235242
1183,0.233933
1184,0.679830
1185,0.314513
1186,0.866411
1187,0.512399
1188,0.157901
1189,0.469317
1190,0.498239
1191,0.305141
1192,0.268136
1193,0.541851
1194,0.519468
1195,0.245846
1196,0.671907
1197,0.342388
1198,0.786475
1199,0.440598
1200,0.150191
1201,0.307817
1202,0.168188
1203,0.240354
1204,0.202423
1205,0.339839
1206,0.365512
1207,0.966260
1208,0.674171
1209,0.203776
1210,0.521329
1211,0.734143
1212,0.306113
1213,0.167564
1214,0.263449
1215,0.132684
1216,0.153936
1217,0.272578
1218,0.349855
1219,0.144860
1220,0.326766
1221,0.959217
1222,0.303266
1223,0.278043
1224,0.310818
1225,0.196417
1226,0.487229
1227,0.739281
1228,0.153992
1229,0.288751
1230,0.123685
1231,0.828147
1232,0.093288
1233,0.227600
1234,0.514463
1235,0.214856
1236,0.271737
1237,0.146858
1238,0.135420
1239,0.839318
1240,0.327207
1241,0.284966
1242,0.367016
1243,0.210002
1244,0.434865
1245,0.231412
1246,0.170055
1247,0.202509
1248,0.334290
1249,0.391050
1250,0.263024
1251,0.200770
1252,0.117636
1253,0.092418
1254,0.337361
1255,0.156170
1256,0.133425
1257,0.216024
1258,0.448000
1259,0.242684
1260,0.379821
1261,0.321064
1262,0.355804
1263,0.158064
1264,0.285036
1265,0.833304
1266,0.217293
1267,0.452290
1268,0.188317
1269,0.498449
1270,0.232499
1271,0.326234
1272,0.134122
1273,0.183039
1274,0.326561
1275,0.338719
1276,0.153882
1277,0.331785
1278,0.190071
1279,0.262813
1280,0.344011
1281,0.856147
1282,0.217516
1283,0.298938
1284,0.534728
1285,0.141016
1286,0.334508
1287,0.184737
1288,0.343914
1289,0.270598
1290,0.311375
1291,0.790070
1292,0.417700
1293,0.217730
1294,0.146604
1295,0.291649
1296,0.181886
1297,0.330178
1298,0.252920
1299,0.317541
1300,0.389910
1301,0.620386
1302,0.077549
1303,0.314480
1304,0.206121
1305,0.798026
1306,0.169337
1307,0.302251
1308,0.719726
1309,0.271710
1310,0.174340
1311,0.224508
1312,0.420808
1313,0.244367
1314,0.273010
1315,0.746165
1316,0.265822
1317,0.173685
1318,0.219453
1319,0.289296
1320,0.326031
1321,0.205737
1322,0.180067
1323,0.350679
1324,0.280848
1325,0.322359
1326,0.208509
1327,0.249956
1328,0.667217
1329,0.162789
1330,0.262122
1331,0.195724
1332,0.371718
1333,0.315368
1334,0.240029
1335,0.221519
1336,0.263336
1337,0.260402
1338,0.321542
1339,0.386245
1340,0.237058
1341,0.511456
1342,0.277573
1343,0.239197
1344,0.261867
1345,0.187329
1346,0.830545
1347,0.255454
1348,0.154347
1349,0.348133
1350,0.336619
1351,0.338945
1352,0.168057
1353,0.651655
1354,0.229838
1355,0.269396
1356,0.292233
1357,0.236788
1358,0.180036
1359,0.299943
1360,0.633408
1361,0.281455
1362,0.548484
1363,0.966531
1364,0.364703
1365,0.470578
1366,0.217870
1367,0.389533
1368,0.898205
1369,0.950149
1370,0.425404
1371,0.263526
1372,0.316543
1373,0.925341
1374,0.245019
1375,0.125676
1376,0.290466
1377,0.256131
1378,0.125074
1379,0.318341
1380,0.371251
1381,0.330324
1382,0.464163
1383,0.422357
1384,0.313996
1385,0.870281
1386,0.393746
1387,0.286617
1388,0.419010
1389,0.155150
1390,0.356561
1391,0.298935
1392,0.759110
1393,0.271231
1394,0.312703
1395,0.154060
1396,0.782181
1397,0.506159
1398,0.091871
1399,0.213583
1400,0.116944
1401,0.184100
1402,0.228459
1403,0.885312
1404,0.178748
1405,0.340680
1406,0.328357
1407,0.269488
1408,0.879605
1409,0.493915
1410,0.786945
1411,0.105829
1412,0.930869
1413,0.381493
1414,0.197410
1415,0.295614
1416,0.287948
1417,0.260098
1418,0.156852
1419,0.224142
1420,0.176810
1421,0.183205
1422,0.264281
1423,0.810230
1424,0.273742
1425,0.222973
1426,0.149794
1427,0.208243
1428,0.776598
1429,0.377407
1430,0.684269
1431,0.185477
1432,0.459245
1433,0.901554
1434,0.309947
1435,0.131414
1436,0.244563
1437,0.269831
1438,0.763039
1439,0.802680
1440,0.186679
1441,0.431991
1442,0.844443
1443,0.664701
1444,0.318870
1445,0.140761
1446,0.488366
1447,0.794415
1448,0.279888
1449,0.220658
1450,0.789750
1451,0.325450
1452,0.342988
1453,0.896511
1454,0.818971
1455,0.206288
1456,0.408285
1457,0.334996
1458,0.357255
1459,0.586903
1460,0.208270
1461,0.404720
1462,0.277345
1463,0.131671
1464,0.650639
1465,0.135156
1466,0.893318
1467,0.317138
1468,0.298288
1469,0.164273
1470,0.205111
1471,0.910132
1472,0.259096
1473,0.181347
1474,0.376308
1475,0.388843
1476,0.291007
1477,0.944570
1478,0.355433
1479,0.275550
1480,0.143929
1481,0.247209
1482,0.232145
1483,0.205690
1484,0.260042
1485,0.244080
1486,0.271374
1487,0.304660
1488,0.316455
1489,0.379925
1490,0.242076
1491,0.802720
1492,0.234208
1493,0.319535
1494,0.162545
1495,0.381190
1496,0.102092
1497,0.224854
1498,0.598056
1499,0.366293
1500,0.235461
1501,0.255343
1502,0.118110
1503,0.302983
1504,0.128461
1505,0.304790
1506,0.371185
1507,0.407281
1508,0.144177
1509,0.430673
1510,0.712377
1511,0.280848
1512,0.853448
1513,0.528482
1514,0.657943
1515,0.404836
1516,0.940900
1517,0.264747
1518,0.246131
1519,0.250895
1520,0.661383
1521,0.207833
1522,0.263411
1523,0.368482
1524,0.243121
1525,0.211335
1526,0.226087
1527,0.398951
1528,0.186963
1529,0.190652
1530,0.239099
1531,0.134398
1532,0.297606
1533,0.735343
1534,0.282788
1535,0.334546
1536,0.324702
1537,0.257441
1538,0.529579
1539,0.372836
1540,0.361032
1541,0.233613
1542,0.640119
1543,0.787489
1544,0.283044
1545,0.757516
1546,0.226584
1547,0.243244
1548,0.248929
1549,0.736617
1550,0.285420
1551,0.161954
1552,0.284549
1553,0.659623
1554,0.807326
1555,0.841120
1556,0.089676
1557,0.276354
1558,0.336996
1559,0.305850
1560,0.374629
1561,0.249373
1562,0.351033
1563,0.407621
1564,0.272346
1565,0.805530
1566,0.198968
1567,0.950813
1568,0.307958
1569,0.237394
1570,0.230743
1571,0.242107
1572,0.300587
1573,0.322729
1574,0.671618
1575,0.166002
1576,0.180588
1577,0.529234
1578,0.394734
1579,0.207943
1580,0.256382
1581,0.155527
1582,0.295402
1583,0.340582
1584,0.228900
1585,0.190054
1586,0.363740
1587,0.308703
1588,0.141508
1589,0.297480
1590,0.330910
1591,0.232749
1592,0.428798
1593,0.297098
1594,0.265526
1595,0.054556
1596,0.285982
1597,0.348579
1598,0.163727
1599,0.170706
1600,0.511026
1601,0.295858
1602,0.769289
1603,0.317567
1604,0.233223
1605,0.170027
1606,0.298277
1607,0.205833
1608,0.324405
1609,0.387393
1610,0.447609
1611,0.183387
1612,0.181446
1613,0.338491
1614,0.216051
1615,0.240009
1616,0.178240
1617,0.345716
1618,0.308365
1619,0.177763
1620,0.196953
1621,0.128543
1622,0.171978
1623,0.199012
1624,0.482165
1625,0.283881
1626,0.351034
1627,0.840219
1628,0.390418
1629,0.264739
1630,0.232325
1631,0.313836
1632,0.172706
1633,0.291467
1634,0.319901
1635,0.103211
1636,0.714214
1637,0.263193
1638,0.174487
1639,0.324111
1640,0.334184
1641,0.510016
1642,0.537147
1643,0.372248
1644,0.344303
1645,0.396678
1646,0.181111
1647,0.501315
1648,0.334231
1649,0.339237
1650,0.867620
1651,0.251152
1652,0.246167
1653,0.492018
1654,0.722028
1655,0.109340
1656,0.286238
1657,0.143237
1658,0.926430
1659,0.171173
1660,0.196433
1661,0.236433
1662,0.337739
1663,0.379765
1664,0.201800
1665,0.388115
1666,0.371818
1667,0.246386
1668,0.961197
1669,0.560099
1670,0.294437
1671,0.107738
1672,0.309046
1673,0.326790
1674,0.321375
1675,0.202215
1676,0.301224
1677,0.511406
1678,0.231462
1679,0.325730
1680,0.315951
1681,0.259346
1682,0.232802
1683,0.233017
1684,0.210975
1685,0.112494
1686,0.934695
1687,0.335915
1688,0.378897
1689,0.219436
1690,0.156058
1691,0.967185
1692,0.294726
1693,0.322726
1694,0.216617
1695,0.163005
1696,0.309439
1697,0.274978
1698,0.131479
1699,0.486050
1700,0.169530
1701,0.381688
1702,0.836426
1703,0.951705
1704,0.233384
1705,0.347805
1706,0.308988
1707,0.167119
1708,0.089542
1709,0.769300
1710,0.299226
1711,0.361228
1712,0.912123
1713,0.528325
1714,0.316123
1715,0.819242
1716,0.307029
1717,0.274704
1718,0.304281
1719,0.300922
1720,0.164490
1721,0.244157
1722,0.220837
1723,0.367184
1724,0.331342
1725,0.343403
1726,0.900833
1727,0.104327
1728,0.245842
1729,0.267397
1730,0.087514
1731,0.254920
1732,0.284174
1733,0.156669
1734,0.241364
1735,0.245979
1736,0.240260
1737,0.271347
1738,0.193030
1739,0.210445
1740,0.497248
1741,0.460886
1742,0.421054
1743,0.157043
1744,0.154758
1745,0.257854
1746,0.220073
1747,0.830160
1748,0.269349
1749,0.281137
1750,0.648673
1751,0.506942
1752,0.315248
1753,0.280550
1754,0.628224
1755,0.291319
1756,0.232524
1757,0.226599
1758,0.325646
1759,0.209643
1760,0.167883
1761,0.311824
1762,0.758846
1763,0.382147
1764,0.631192
1765,0.390670
1766,0.168158
1767,0.162785
1768,0.198129
1769,0.248829
1770,0.169136
1771,0.270019
1772,0.883041
1773,0.241166
1774,0.258827
1775,0.282618
1776,0.321934
1777,0.321153
1778,0.789849
1779,0.165948
1780,0.592852
1781,0.290738
1782,0.388223
1783,0.897947
1784,0.329083
1785,0.311758
1786,0.360614
1787,0.658164
1788,0.343585
1789,0.250090
1790,0.335915
1791,0.872099
1792,0.353531
1793,0.252105
1794,0.252081
1795,0.899373
1796,0.350664
1797,0.262599
1798,0.154920
1799,0.270464
1800,0.315801
1801,0.274016
1802,0.270071
1803,0.267941
1804,0.830592
1805,0.256793
1806,0.847457
1807,0.320993
1808,0.907458
1809,0.352007
1810,0.241010
1811,0.310292
1812,0.492015
1813,0.323537
1814,0.732650
1815,0.274576
1816,0.783939
1817,0.271090
1818,0.427496
1819,0.138962
1820,0.880146
1821,0.178199
1822,0.848776
1823,0.291013
1824,0.323721
1825,0.203416
1826,0.272562
1827,0.267525
1828,0.326800
1829,0.650059
1830,0.089499
1831,0.210571
1832,0.220910
1833,0.300751
1834,0.189640
1835,0.303808
1836,0.295963
1837,0.201969
1838,0.652742
1839,0.137960
1840,0.797827
1841,0.104123
1842,0.150115
1843,0.440896
1844,0.304600
1845,0.446456
1846,0.098251
1847,0.195877
1848,0.555443
1849,0.283951
1850,0.264129
1851,0.209540
1852,0.380533
1853,0.810281
1854,0.327179
1855,0.325532
1856,0.389552
1857,0.685925
1858,0.457125
1859,0.489546
1860,0.185609
1861,0.221734
1862,0.314493
1863,0.357086
1864,0.306299
1865,0.279948
1866,0.378286
1867,0.184265
1868,0.270431
1869,0.819278
1870,0.356176
1871,0.375648
1872,0.443066
1873,0.231871
